2026-06-25 20:30:58 | INFO     | __main__:setup_logging:27 | 日志系统初始化完成
2026-06-25 20:30:58 | INFO     | __main__:main:179 | LocalMind Agent 启动中...
2026-06-25 20:31:01 | INFO     | __main__:check_ollama:51 | Ollama 运行中，19 个模型
2026-06-25 20:31:01 | INFO     | __main__:init_data:87 | 初始化数据目录
2026-06-25 20:31:01 | INFO     | __main__:init_data:106 | 数据目录就绪，5 个模式
2026-06-25 20:31:01 | INFO     | __main__:check_models:111 | 检查 AI 模型
2026-06-25 20:31:03 | INFO     | __main__:check_models:119 | Ollama 模型就绪: qwen2.5:3b-instruct
2026-06-25 20:31:03 | INFO     | __main__:check_models:119 | Ollama 模型就绪: qwen2.5:7b-instruct
2026-06-25 20:31:03 | INFO     | __main__:check_models:132 | 胸片模型就绪: tools/xray/xray_models/best_classifier.enc (125.4 MB)
2026-06-25 20:31:03 | INFO     | __main__:start_server:167 | 启动服务: 0.0.0.0:8765
2026-06-25 20:31:03 | INFO     | __main__:start_server:168 | 鉴权状态: 🔓 未启用
2026-06-25 20:51:57 | INFO     | server.app:log_requests:68 | OPTIONS /chat/mode/switch → 200 (0.00s)
2026-06-25 20:51:57 | INFO     | tools.rag.engine:__init__:45 | RAG 引擎初始化完成: embed=bge-m3, chunk=500
2026-06-25 20:51:57 | INFO     | tools.system.tool:on_mount:47 | RememberTool 已挂载 agent
2026-06-25 20:51:57 | INFO     | agent.core:__init__:74 | 已加载用户设置覆盖
2026-06-25 20:51:57 | INFO     | agent.core:_apply_mode_tools:114 | 模式 [normal] 启用工具: ['vision_describe', 'xray_diagnose', 'rag_search', 'web_search', 'execute_code', 'calculate', 'get_current_time', 'remember', 'recall', 'send_email', 'get_weather', 'translate', 'summarize_url']
2026-06-25 20:51:57 | INFO     | agent.core:__init__:83 | LocalMindAgent 初始化完成, 模式: normal, 模型: qwen2.5:3b-instruct
2026-06-25 20:51:57 | INFO     | agent.core:_apply_mode_tools:114 | 模式 [agent] 启用工具: ['web_search', 'execute_code', 'calculate', 'get_current_time', 'get_weather', 'translate', 'summarize_url']
2026-06-25 20:51:57 | INFO     | agent.core:switch_mode:128 | 切换模式: agent → qwen2.5:3b-instruct
2026-06-25 20:51:57 | INFO     | server.app:log_requests:68 | POST /chat/mode/switch → 200 (0.01s)
2026-06-25 20:51:57 | INFO     | server.app:log_requests:68 | OPTIONS /chat/conversations → 200 (0.00s)
2026-06-25 20:51:57 | INFO     | server.app:log_requests:68 | GET /chat/conversations → 200 (0.01s)
2026-06-25 20:51:58 | INFO     | server.app:log_requests:68 | OPTIONS /chat/conversations/new → 200 (0.00s)
2026-06-25 20:51:58 | INFO     | server.app:log_requests:68 | POST /chat/conversations/new → 200 (0.00s)
2026-06-25 20:51:58 | INFO     | server.app:log_requests:68 | OPTIONS /chat → 200 (0.00s)
2026-06-25 20:51:58 | INFO     | server.routes.chat:chat:43 | [队列] 收到请求: 搜索一下 2024 年最值得学的编程语言 (等待中: 0)
2026-06-25 20:51:58 | INFO     | server.routes.chat:chat:53 | 切换模型: qwen2.5:3b-instruct, 模式: agent
2026-06-25 20:51:58 | INFO     | server.routes.chat:event_stream:79 | [队列] 开始处理: 搜索一下 2024 年最值得学的编程语言, 模式: agent
2026-06-25 20:51:58 | INFO     | server.app:log_requests:68 | POST /chat → 200 (0.02s)
2026-06-25 20:52:04 | INFO     | server.app:log_requests:68 | GET /chat/conversations → 200 (0.00s)
2026-06-25 20:52:16 | INFO     | agent.orchestrator.master:_plan:80 | [MasterAgent] 计划: [{"role": "search", "task": "搜索2024年最值得学的编程语言"}]
2026-06-25 20:52:23 | INFO     | agent.orchestrator.workers:run:48 | [SearchAgent] 关键词: 2024 最值得学习的编程语言
2026-06-25 20:52:23 | INFO     | tools.search.tool:execute:65 | [搜索] 原始查询: 2024 最值得学习的编程语言
2026-06-25 20:52:26 | INFO     | tools.search.tool:_optimize_query:126 | [优化] 2024 最值得学习的编程语言 -> Python, Java, C++, JavaScript
2026-06-25 20:52:36 | INFO     | tools.search.tool:_search_urls:177 | [搜索] 百度返回 13 个有效结果
2026-06-25 20:52:36 | INFO     | tools.search.tool:execute:74 | [搜索] 获取到 8 个链接
2026-06-25 20:52:36 | INFO     | tools.search.tool:_resolve_urls:227 | [解析] https://developer.baidu.com/article/details/3346058
2026-06-25 20:52:36 | INFO     | tools.search.tool:_resolve_urls:227 | [解析] https://cloud.baidu.com/article/2824050
2026-06-25 20:52:36 | INFO     | tools.search.tool:_resolve_urls:227 | [解析] https://cloud.tencent.com/developer/article/2505119
2026-06-25 20:52:36 | INFO     | tools.search.tool:_resolve_urls:227 | [解析] https://baijiahao.baidu.com/s?id=1804336569961769745&wfr=spider&for=pc
2026-06-25 20:52:36 | INFO     | tools.search.tool:_resolve_urls:227 | [解析] https://www.xdf.cn/920/202304/13098599.html
2026-06-25 20:52:36 | INFO     | tools.search.tool:_resolve_urls:227 | [解析] https://bbs.huaweicloud.com/blogs/420541
2026-06-25 20:52:36 | INFO     | tools.search.tool:_resolve_urls:227 | [解析] https://baijiahao.baidu.com/s?id=1808183219220628410&wfr=spider&for=pc
2026-06-25 20:52:36 | INFO     | tools.search.tool:_resolve_urls:227 | [解析] https://baijiahao.baidu.com/s?id=1814436813578880456&wfr=spider&for=pc
2026-06-25 20:52:36 | INFO     | tools.search.tool:execute:77 | [搜索] 解析出 8 个真实链接
2026-06-25 20:52:36 | INFO     | tools.search.tool:_fetch_articles:239 | [抓取] https://developer.baidu.com/article/details/3346058
2026-06-25 20:52:46 | WARNING  | tools.search.tool:_fetch_articles:253 | [抓取] ❌ 全部失败
2026-06-25 20:52:46 | INFO     | tools.search.tool:_fetch_articles:239 | [抓取] https://cloud.baidu.com/article/2824050
2026-06-25 20:52:56 | WARNING  | tools.search.tool:_fetch_articles:253 | [抓取] ❌ 全部失败
2026-06-25 20:52:56 | INFO     | tools.search.tool:_fetch_articles:239 | [抓取] https://cloud.tencent.com/developer/article/2505119
2026-06-25 20:52:57 | INFO     | tools.search.tool:_fetch_articles:250 | [抓取] ✅ httpx 88630字
2026-06-25 20:52:57 | INFO     | tools.search.tool:_fetch_articles:239 | [抓取] https://baijiahao.baidu.com/s?id=1804336569961769745&wfr=spider&for=pc
2026-06-25 20:52:57 | INFO     | tools.search.tool:_fetch_articles:250 | [抓取] ✅ httpx 35627字
2026-06-25 20:52:57 | INFO     | tools.search.tool:_fetch_articles:239 | [抓取] https://www.xdf.cn/920/202304/13098599.html
2026-06-25 20:52:57 | INFO     | tools.search.tool:_fetch_articles:250 | [抓取] ✅ httpx 18606字
2026-06-25 20:52:57 | INFO     | tools.search.tool:execute:84 | [搜索] 成功抓取 3 篇文章
2026-06-25 20:53:13 | INFO     | server.routes.chat:event_stream:124 | [队列] 完成: 搜索一下 2024 年最值得学的编程语言
2026-06-25 20:53:13 | INFO     | server.app:log_requests:68 | GET /chat/conversations → 200 (0.00s)
2026-06-25 21:28:36 | INFO     | __main__:setup_logging:27 | 日志系统初始化完成
2026-06-25 21:28:36 | INFO     | __main__:main:179 | LocalMind Agent 启动中...
2026-06-25 21:28:38 | INFO     | __main__:check_ollama:51 | Ollama 运行中，19 个模型
2026-06-25 21:28:38 | INFO     | __main__:init_data:87 | 初始化数据目录
2026-06-25 21:28:38 | INFO     | __main__:init_data:106 | 数据目录就绪，5 个模式
2026-06-25 21:28:38 | INFO     | __main__:check_models:111 | 检查 AI 模型
2026-06-25 21:28:40 | INFO     | __main__:check_models:119 | Ollama 模型就绪: qwen2.5:3b-instruct
2026-06-25 21:28:40 | INFO     | __main__:check_models:119 | Ollama 模型就绪: qwen2.5:7b-instruct
2026-06-25 21:28:40 | INFO     | __main__:check_models:132 | 胸片模型就绪: tools/xray/xray_models/best_classifier.enc (125.4 MB)
2026-06-25 21:28:40 | INFO     | __main__:start_server:167 | 启动服务: 0.0.0.0:8765
2026-06-25 21:28:40 | INFO     | __main__:start_server:168 | 鉴权状态: 🔓 未启用
2026-06-25 21:28:49 | INFO     | server.app:log_requests:68 | OPTIONS /chat/conversations/02a3279e-9bc8-44c8-87f9-2cc23f08e79e → 200 (0.00s)
2026-06-25 21:28:49 | INFO     | tools.rag.engine:__init__:45 | RAG 引擎初始化完成: embed=bge-m3, chunk=500
2026-06-25 21:28:49 | INFO     | tools.system.tool:on_mount:47 | RememberTool 已挂载 agent
2026-06-25 21:28:49 | INFO     | agent.core:__init__:74 | 已加载用户设置覆盖
2026-06-25 21:28:49 | INFO     | agent.core:_apply_mode_tools:114 | 模式 [normal] 启用工具: ['vision_describe', 'xray_diagnose', 'rag_search', 'web_search', 'execute_code', 'calculate', 'get_current_time', 'remember', 'recall', 'send_email', 'get_weather', 'translate', 'summarize_url']
2026-06-25 21:28:49 | INFO     | agent.core:__init__:83 | LocalMindAgent 初始化完成, 模式: normal, 模型: qwen2.5:3b-instruct
2026-06-25 21:28:49 | INFO     | server.app:log_requests:68 | DELETE /chat/conversations/02a3279e-9bc8-44c8-87f9-2cc23f08e79e → 200 (0.01s)
2026-06-25 21:28:49 | INFO     | server.app:log_requests:68 | OPTIONS /chat/conversations → 200 (0.00s)
2026-06-25 21:28:49 | INFO     | server.app:log_requests:68 | GET /chat/conversations → 200 (0.00s)
2026-06-25 21:28:51 | INFO     | server.app:log_requests:68 | OPTIONS /chat/conversations/new → 200 (0.00s)
2026-06-25 21:28:51 | INFO     | agent.core:_apply_mode_tools:114 | 模式 [agent] 启用工具: ['web_search', 'execute_code', 'calculate', 'get_current_time', 'get_weather', 'translate', 'summarize_url']
2026-06-25 21:28:51 | INFO     | agent.core:switch_mode:128 | 切换模式: agent → qwen2.5:3b-instruct
2026-06-25 21:28:51 | INFO     | server.app:log_requests:68 | POST /chat/conversations/new → 200 (0.00s)
2026-06-25 21:28:51 | INFO     | server.app:log_requests:68 | OPTIONS /chat → 200 (0.00s)
2026-06-25 21:28:51 | INFO     | server.routes.chat:chat:43 | [队列] 收到请求: 搜索一下 2024 年最值得学的编程语言 (等待中: 0)
2026-06-25 21:28:51 | INFO     | server.routes.chat:chat:53 | 切换模型: qwen2.5:3b-instruct, 模式: agent
2026-06-25 21:28:51 | INFO     | server.routes.chat:event_stream:79 | [队列] 开始处理: 搜索一下 2024 年最值得学的编程语言, 模式: agent
2026-06-25 21:28:51 | INFO     | server.app:log_requests:68 | POST /chat → 200 (0.01s)
2026-06-25 21:28:55 | INFO     | server.app:log_requests:68 | GET /chat/conversations → 200 (0.00s)
2026-06-25 21:29:07 | INFO     | agent.orchestrator.master:_plan:80 | [MasterAgent] 计划: [{"role": "search", "task": "搜索2024年最值得学的编程语言"}]
2026-06-25 21:29:14 | INFO     | agent.orchestrator.workers:run:48 | [SearchAgent] 关键词: 2024 最值得学习 编程语言
2026-06-25 21:29:14 | INFO     | tools.search.tool:execute:65 | [搜索] 原始查询: 2024 最值得学习 编程语言
2026-06-25 21:29:17 | INFO     | tools.search.tool:_optimize_query:126 | [优化] 2024 最值得学习 编程语言 -> 编程语言 2024年值得学习
2026-06-25 21:29:20 | INFO     | tools.search.tool:_search_urls:177 | [搜索] 百度返回 14 个有效结果
2026-06-25 21:29:20 | INFO     | tools.search.tool:execute:74 | [搜索] 获取到 8 个链接
2026-06-25 21:29:20 | INFO     | tools.search.tool:_resolve_urls:227 | [解析] https://mbd.baidu.com/newspage/data/dtlandingsuper?nid=dt_4804083069230198692
2026-06-25 21:29:20 | INFO     | tools.search.tool:_resolve_urls:227 | [解析] https://cloud.tencent.com/developer/article/2428826
2026-06-25 21:29:20 | INFO     | tools.search.tool:_resolve_urls:227 | [解析] https://cloud.tencent.com.cn/developer/article/2376433
2026-06-25 21:29:20 | INFO     | tools.search.tool:_resolve_urls:227 | [解析] https://www.baidu.com/s?pd=note&rpf=pc&word=%E7%BC%96%E7%A8%8B%E8%AF%AD%E8%A8%80
2026-06-25 21:29:20 | INFO     | tools.search.tool:_resolve_urls:227 | [解析] https://blog.csdn.net/Amireux_Cx330/article/details/144591949
2026-06-25 21:29:20 | INFO     | tools.search.tool:_resolve_urls:227 | [解析] https://www.zhihu.com/question/646969755/answer/3448580397
2026-06-25 21:29:20 | INFO     | tools.search.tool:_resolve_urls:227 | [解析] https://zhidao.baidu.com/question/374702246504149212.html
2026-06-25 21:29:20 | INFO     | tools.search.tool:_resolve_urls:227 | [解析] https://zhuanlan.zhihu.com/p/708017844
2026-06-25 21:29:20 | INFO     | tools.search.tool:execute:77 | [搜索] 解析出 8 个真实链接
2026-06-25 21:29:20 | INFO     | tools.search.tool:_fetch_articles:239 | [抓取] https://mbd.baidu.com/newspage/data/dtlandingsuper?nid=dt_4804083069230198692
2026-06-25 21:29:21 | INFO     | tools.search.tool:_fetch_articles:250 | [抓取] ✅ httpx 70287字
2026-06-25 21:29:21 | INFO     | tools.search.tool:_fetch_articles:239 | [抓取] https://cloud.tencent.com/developer/article/2428826
2026-06-25 21:29:31 | WARNING  | tools.search.tool:_fetch_articles:253 | [抓取] ❌ 全部失败
2026-06-25 21:29:31 | INFO     | tools.search.tool:_fetch_articles:239 | [抓取] https://cloud.tencent.com.cn/developer/article/2376433
2026-06-25 21:29:31 | INFO     | tools.search.tool:_fetch_articles:250 | [抓取] ✅ httpx 117378字
2026-06-25 21:29:31 | INFO     | tools.search.tool:_fetch_articles:239 | [抓取] https://www.baidu.com/s?pd=note&rpf=pc&word=%E7%BC%96%E7%A8%8B%E8%AF%AD%E8%A8%80+2024%E5%B9%B4%E5%80
2026-06-25 21:29:32 | INFO     | tools.search.tool:_fetch_articles:250 | [抓取] ✅ httpx 1459353字
2026-06-25 21:29:32 | INFO     | tools.search.tool:_fetch_articles:239 | [抓取] https://blog.csdn.net/Amireux_Cx330/article/details/144591949
2026-06-25 21:29:34 | INFO     | tools.search.tool:_fetch_articles:250 | [抓取] ✅ httpx 183335字
2026-06-25 21:29:34 | INFO     | tools.search.tool:execute:84 | [搜索] 成功抓取 3 篇文章
2026-06-25 21:29:49 | INFO     | server.routes.chat:event_stream:124 | [队列] 完成: 搜索一下 2024 年最值得学的编程语言
2026-06-25 21:29:49 | INFO     | server.app:log_requests:68 | GET /chat/conversations → 200 (0.00s)
2026-06-25 21:41:19 | INFO     | server.app:log_requests:68 | GET /chat/conversations → 403 (0.00s)
2026-06-25 21:41:19 | INFO     | server.app:log_requests:68 | GET /settings → 200 (0.00s)
2026-06-25 21:41:19 | INFO     | server.app:log_requests:68 | OPTIONS /email/drafts → 200 (0.00s)
2026-06-25 21:41:19 | INFO     | server.app:log_requests:68 | OPTIONS /email/sent → 200 (0.00s)
2026-06-25 21:41:19 | INFO     | server.app:log_requests:68 | OPTIONS /chat/conversations → 200 (0.00s)
2026-06-25 21:41:19 | INFO     | server.app:log_requests:68 | GET /email/drafts → 200 (0.00s)
2026-06-25 21:41:19 | INFO     | server.app:log_requests:68 | GET /email/sent → 200 (0.00s)
2026-06-25 21:41:19 | INFO     | server.app:log_requests:68 | GET /chat/conversations → 200 (0.00s)
2026-06-25 21:41:19 | INFO     | server.app:log_requests:68 | GET /chat/conversations → 403 (0.00s)
2026-06-25 21:41:19 | INFO     | server.app:log_requests:68 | GET /settings → 200 (0.00s)
2026-06-25 21:41:19 | INFO     | server.app:log_requests:68 | GET /email/sent → 200 (0.00s)
2026-06-25 21:41:19 | INFO     | server.app:log_requests:68 | GET /email/drafts → 200 (0.00s)
2026-06-25 21:41:19 | INFO     | server.app:log_requests:68 | GET /chat/conversations → 200 (0.00s)
2026-06-25 21:41:20 | INFO     | server.app:log_requests:68 | OPTIONS /chat/mode/switch → 200 (0.00s)
2026-06-25 21:41:20 | INFO     | agent.core:_apply_mode_tools:114 | 模式 [agent] 启用工具: ['web_search', 'execute_code', 'calculate', 'get_current_time', 'get_weather', 'translate', 'summarize_url']
2026-06-25 21:41:20 | INFO     | agent.core:switch_mode:128 | 切换模式: agent → qwen2.5:3b-instruct
2026-06-25 21:41:20 | INFO     | server.app:log_requests:68 | POST /chat/mode/switch → 200 (0.00s)
2026-06-25 21:41:20 | INFO     | server.app:log_requests:68 | OPTIONS /chat/conversations → 200 (0.00s)
2026-06-25 21:41:20 | INFO     | server.app:log_requests:68 | GET /chat/conversations → 200 (0.00s)
2026-06-25 21:41:20 | INFO     | server.app:log_requests:68 | OPTIONS /chat/conversations/switch → 200 (0.00s)
2026-06-25 21:41:20 | INFO     | server.app:log_requests:68 | POST /chat/conversations/switch → 200 (0.00s)
2026-06-25 21:41:20 | INFO     | server.app:log_requests:68 | OPTIONS /chat/history → 200 (0.00s)
2026-06-25 21:41:20 | INFO     | server.app:log_requests:68 | GET /chat/history → 200 (0.00s)
2026-06-25 21:41:20 | INFO     | server.app:log_requests:68 | GET /chat/conversations → 200 (0.00s)
2026-06-25 21:41:23 | INFO     | agent.core:_apply_mode_tools:114 | 模式 [rag] 启用工具: ['rag_search']
2026-06-25 21:41:23 | INFO     | agent.core:switch_mode:128 | 切换模式: rag → qwen2.5:3b-instruct
2026-06-25 21:41:23 | INFO     | server.app:log_requests:68 | POST /chat/mode/switch → 200 (0.00s)
2026-06-25 21:41:23 | INFO     | server.app:log_requests:68 | OPTIONS /chat/conversations → 200 (0.00s)
2026-06-25 21:41:23 | INFO     | server.app:log_requests:68 | GET /chat/conversations → 200 (0.00s)
2026-06-25 21:41:24 | INFO     | server.app:log_requests:68 | OPTIONS /rag/collections → 200 (0.00s)
2026-06-25 21:41:24 | INFO     | tools.rag.engine:__init__:45 | RAG 引擎初始化完成: embed=bge-m3, chunk=500
2026-06-25 21:41:24 | INFO     | server.app:log_requests:68 | GET /rag/collections → 200 (0.01s)
2026-06-25 21:41:24 | INFO     | agent.core:_apply_mode_tools:114 | 模式 [agent] 启用工具: ['web_search', 'execute_code', 'calculate', 'get_current_time', 'get_weather', 'translate', 'summarize_url']
