2026-06-17 11:38:12 | INFO     | __main__:setup_logging:27 | 日志系统初始化完成
2026-06-17 11:38:12 | INFO     | __main__:main:179 | LocalMind Agent 启动中...
2026-06-17 11:38:14 | INFO     | __main__:check_ollama:51 | Ollama 运行中，16 个模型
2026-06-17 11:38:14 | INFO     | __main__:init_data:87 | 初始化数据目录
2026-06-17 11:38:14 | INFO     | __main__:init_data:106 | 数据目录就绪，5 个模式
2026-06-17 11:38:14 | INFO     | __main__:check_models:111 | 检查 AI 模型
2026-06-17 11:38:17 | INFO     | __main__:check_models:119 | Ollama 模型就绪: qwen2.5:3b-instruct
2026-06-17 11:38:17 | INFO     | __main__:check_models:119 | Ollama 模型就绪: qwen2.5:7b-instruct
2026-06-17 11:38:17 | WARNING  | __main__:check_models:136 | 胸片模型未找到: tools/xray/xray_models/best_classifier.pth
2026-06-17 11:38:17 | INFO     | __main__:start_server:167 | 启动服务: 0.0.0.0:8765
2026-06-17 11:38:17 | INFO     | __main__:start_server:168 | 鉴权状态: 🔓 未启用
2026-06-17 11:40:27 | INFO     | __main__:setup_logging:27 | 日志系统初始化完成
2026-06-17 11:40:27 | INFO     | __main__:main:179 | LocalMind Agent 启动中...
2026-06-17 11:40:29 | INFO     | __main__:check_ollama:51 | Ollama 运行中，16 个模型
2026-06-17 11:40:29 | INFO     | __main__:init_data:87 | 初始化数据目录
2026-06-17 11:40:29 | INFO     | __main__:init_data:106 | 数据目录就绪，5 个模式
2026-06-17 11:40:29 | INFO     | __main__:check_models:111 | 检查 AI 模型
2026-06-17 11:40:31 | INFO     | __main__:check_models:119 | Ollama 模型就绪: qwen2.5:3b-instruct
2026-06-17 11:40:31 | INFO     | __main__:check_models:119 | Ollama 模型就绪: qwen2.5:7b-instruct
2026-06-17 11:40:31 | INFO     | __main__:check_models:132 | 胸片模型就绪: tools/xray/xray_models/best_classifier.enc (125.4 MB)
2026-06-17 11:40:31 | INFO     | __main__:start_server:167 | 启动服务: 0.0.0.0:8765
2026-06-17 11:40:31 | INFO     | __main__:start_server:168 | 鉴权状态: 🔓 未启用
2026-06-17 11:40:45 | INFO     | server.app:log_requests:85 | OPTIONS /settings → 200 (0.00s)
2026-06-17 11:40:45 | INFO     | server.app:log_requests:85 | OPTIONS /chat/conversations → 200 (0.00s)
2026-06-17 11:40:45 | INFO     | server.app:log_requests:85 | GET /chat/conversations → 403 (0.00s)
